,Business title,zip,AM early,AM peak,Mid-day,PM peak,PM late,Type of Place,lat,lon,Total Score
2780,ortega's cocina,92107-3111,7,28,25,35,25,Food & Drinks,32.7458211,-117.2489872,119
2781,house of pizza,92037-3152,7,28,25,35,25,Food & Drinks,32.8542778,-117.2569124,119
2782,gloria's,92102-2205,7,28,25,35,25,Food & Drinks,32.7186289,-117.1336277,119
2783,cotixan taco shop,92117-4901,27,6,3,27,30,Only Drinks,32.8229619,-117.18440790000001,93
2784,el pollo loco #3328,92115-3620,7,28,25,35,25,Food & Drinks,32.7575067,-117.07902659999998,119
2785,de medici,92101-6107,27,6,3,27,30,Only Drinks,32.713914,-117.15989099999999,93
2786,taco fiesta,92120-3505,7,28,25,35,25,Food & Drinks,32.7878375,-117.0974709,119
2787,outback steakhouse,92117-2718,7,28,25,35,25,Food & Drinks,32.83098,-117.2030503,119
2788,starbucks coffee #5209,92110,27,6,3,27,30,Only Drinks,32.747893,-117.20718319999999,93
2789,subway sandwiches,92110-4527,27,6,3,27,30,Only Drinks,32.752689399999994,-117.2060111,93
2790,promus hotels inc,92122-1248,27,6,3,27,30,Only Drinks,32.874514500000004,-117.2082701,93
2791,rubios fresh mexican grill #20,92108,27,6,3,27,30,Only Drinks,32.771059,-117.14203300000001,93
2792,panda express,92123-2656,27,6,3,27,30,Only Drinks,32.8072714,-117.11654409999998,93
2793,golden bagel,92129,27,6,3,27,30,Only Drinks,32.958415,-117.12480740000001,93
2794,ranchos,92107-3191,7,28,25,35,25,Food & Drinks,32.7437877,-117.2486672,119
2795,loft the,92103-4220,27,6,3,27,30,Only Drinks,32.743583799999996,-117.1605621,93
2796,subway #10750,92117-2736,27,6,3,27,30,Only Drinks,32.832918,-117.202554,93
2797,el pollo loco,92113-3711,7,28,25,35,25,Food & Drinks,32.6925297,-117.1339886,119
2798,chin's szechwan rancho bernardo,92128-3176,27,6,3,27,30,Only Drinks,33.00206,-117.059122,93
2799,the shack bar & grill,92037-5427,7,28,25,35,25,Food & Drinks,32.8326838,-117.2766749,119
2800,j v.s mexican food,92110-3846,7,28,25,35,25,Food & Drinks,32.7686218,-117.20033670000001,119
2801,trattoria fantastica,92101-2517,27,6,3,27,30,Only Drinks,32.7235287,-117.1681193,93
2802,miltons delicatessen grill & bakery,92014-1904,27,6,3,27,30,Only Drinks,32.9806977,-117.2510076,93
2803,kensington grill/urban kitchen,92116-2505,7,28,25,35,25,Food & Drinks,32.763057,-117.10813700000001,119
2804,jamba juice #16,92037-2358,27,6,3,27,30,Only Drinks,32.865750399999996,-117.2317263,93
2805,jack in the box #3021,92108-4500,27,6,3,27,30,Only Drinks,32.7711354,-117.1552357,93
2806,restaurant el salvadoreno,92102-4025,7,28,25,35,25,Food & Drinks,32.706227,-117.13291609999999,119
2807,chesapeake plaza deli & catering,92123-1343,27,6,3,27,30,Only Drinks,32.8324923,-117.1233935,93
2808,jalapenos authentic mexican food,92128-4609,7,28,25,35,25,Food & Drinks,32.9798444,-117.0771364,119
2809,san diego burger co by the bay,92101-7738,7,28,25,35,25,Food & Drinks,32.7093647,-117.17183899999999,119
2810,osteria panevino,92101-6918,27,6,3,27,30,Only Drinks,32.7129469,-117.16042900000001,93
2811,coyote cantina/otbotc,92110-2877,7,28,25,35,25,Food & Drinks,32.7520962,-117.1943928,119
2812,starbucks coffee #644,92037-2356,27,6,3,27,30,Only Drinks,32.865750399999996,-117.2317263,93
2813,bb's deli,92101-4210,7,28,25,35,25,Food & Drinks,32.719324,-117.16007859999999,119
2814,wine vault & bistro,92103-3780,7,28,25,35,25,Food & Drinks,32.7429989,-117.1806476,119
2815,coastline food services corporation,92127-2422,27,6,3,27,30,Only Drinks,33.016550099999996,-117.1014394,93
2816,world curry,92109-3015,27,6,3,27,30,Only Drinks,32.7989681,-117.2436674,93
2817,el real mexican food,92102,7,28,25,35,25,Food & Drinks,32.7046113,-117.08530719999999,119
2818,osaka japanese food & sushi,92108-2613,7,28,25,35,25,Food & Drinks,32.780221600000004,-117.1039662,119
2819,vallarta bar & grill,92105-1119,7,28,25,35,25,Food & Drinks,32.754929100000005,-117.106527,119
2820,paesano restuarant,92104-3508,7,28,25,35,25,Food & Drinks,32.7451213,-117.1298307,119
2821,giovannis restaurant,92123-1231,27,6,3,27,30,Only Drinks,32.8306952,-117.12778780000001,93
2822,starbucks coffee #553,92130-2125,27,6,3,27,30,Only Drinks,32.95308789999999,-117.23135049999999,93
2823,lucys,92107-2106,27,6,3,27,30,Only Drinks,32.751260800000004,-117.2448723,93
2824,mcdonalds,92121-1754,7,28,25,35,25,Food & Drinks,32.8928843,-117.20343970000002,119
2825,mcdonalds,92122-1126,7,28,25,35,25,Food & Drinks,32.8668084,-117.21535159999998,119
2826,pho cow cali express,92126-4804,7,28,25,35,25,Food & Drinks,32.918197,-117.1263288,119
2827,plaza deli,92101,7,28,25,35,25,Food & Drinks,32.7172671,-117.16061979999999,119
2828,california pizza kitchen inc,92037-1812,27,6,3,27,30,Only Drinks,32.8676828,-117.23097460000001,93
2829,starbucks coffee #587,92128-2584,27,6,3,27,30,Only Drinks,33.0172333,-117.07441340000001,93
2830,lamplighter the,92103-1804,27,6,3,27,30,Only Drinks,32.749663899999994,-117.17101409999998,93
2831,ucsd faculty club,92093-5004,27,6,3,27,30,Only Drinks,32.8824069,-117.23481720000001,93
2832,california pizza kitchen inc,92128-4621,27,6,3,27,30,Only Drinks,32.9797098,-117.0817682,93
2833,the gourmet bagger restaurant,92110-4226,7,28,25,35,25,Food & Drinks,32.7473395,-117.205753,119
2834,richs,92103-3309,27,6,3,27,30,Only Drinks,32.7480874,-117.15405770000001,93
2835,sushi pho sure,92110-5642,7,28,25,35,25,Food & Drinks,32.755742,-117.2218135,119
2836,athens market cafe,92128,7,28,25,35,25,Food & Drinks,32.9811156,-117.0818084,119
2837,fiddlers green restaurant,92106,27,6,3,27,30,Only Drinks,32.7214023,-117.22864150000001,93
2838,super cocina abc123 llc,92104-2316,7,28,25,35,25,Food & Drinks,32.749509100000004,-117.1148331,119
2839,seaport village deli,92101-7701,7,28,25,35,25,Food & Drinks,32.7091227,-117.1717953,119
2840,starbucks coffee #584,92103-3140,27,6,3,27,30,Only Drinks,32.7470583,-117.16021090000002,93
2841,hob nob hill restaurant,92101-2001,7,28,25,35,25,Food & Drinks,32.7290393,-117.16371029999999,119
2842,casbah,92101-1217,27,6,3,27,30,Only Drinks,32.7302689,-117.17178659999999,93
2843,rubios fresh mexican grill,92130-6101,27,6,3,27,30,Only Drinks,32.9459846,-117.2211482,93
2844,world famous,92109-5028,27,6,3,27,30,Only Drinks,32.7908881,-117.25484650000001,93
2845,gualberto's taco shop,92123-1132,7,28,25,35,25,Food & Drinks,32.832738,-117.13828829999999,119
2846,karl strauss brewery gardens,92121-1761,27,6,3,27,30,Only Drinks,32.8965882,-117.2018129,93
2847,pazzo pizza,92131-2366,27,6,3,27,30,Only Drinks,32.9125404,-117.07935970000001,93
2848,adalbertos mex food,92102-2931,3,25,20,18,5,Only Food,32.7118365,-117.14048020000001,70
2849,a-chau sandwich & food to go,92115-4432,7,28,25,35,25,Food & Drinks,32.7561015,-117.0947119,119
2850,broken yolk cafe,92109-3353,7,28,25,35,25,Food & Drinks,32.8006483,-117.236015,119
2851,starbucks coffee #528,92037-4533,27,6,3,27,30,Only Drinks,32.8487333,-117.27324209999999,93
2852,starbucks coffee #556,92129,27,6,3,27,30,Only Drinks,32.958415,-117.12480740000001,93
2853,starbucks coffee #530,92101,27,6,3,27,30,Only Drinks,32.7176719,-117.15945659999998,93
2854,starbucks coffee #527,92108-4355,27,6,3,27,30,Only Drinks,32.7761461,-117.1549812,93
2855,starbucks coffee #540,92122-1241,27,6,3,27,30,Only Drinks,32.8712569,-117.2097355,93
2856,chez nous,92131-1124,7,28,25,35,25,Food & Drinks,32.902983899999995,-117.1148037,119
2857,tasty donuts,92124,7,28,25,35,25,Food & Drinks,32.8296664,-117.10397340000002,119
2858,salsa brava taco shop,92115-4636,7,28,25,35,25,Food & Drinks,32.7562705,-117.0891551,119
2859,maxim's seafood restaurant,92115-4426,7,28,25,35,25,Food & Drinks,32.756159999999994,-117.09523600000001,119
2860,in n out burger #87,92128-4601,27,6,3,27,30,Only Drinks,32.981698200000004,-117.07757179999999,93
2861,stadium club,92120,27,6,3,27,30,Only Drinks,32.7847553,-117.1012118,93
2862,los reyes mexican food,92102-4769,7,28,25,35,25,Food & Drinks,32.7117123,-117.09390819999999,119
2863,deli-icious,92037-3614,7,28,25,35,25,Food & Drinks,32.8487991,-117.2717189,119
2864,robertacos mexican food,92173-2410,7,28,25,35,25,Food & Drinks,32.555924,-117.05501100000001,119
2865,melting pot restaurant / vinde syrah,92101-6101,27,6,3,27,30,Only Drinks,32.7148379,-117.1599268,93
2866,brown bag deli,92106-1900,7,28,25,35,25,Food & Drinks,32.7313216,-117.2238655,119
2867,nico's taco shop,92130-3312,7,28,25,35,25,Food & Drinks,32.939107,-117.23207250000002,119
2868,urban mo's bar & grill,92103-3009,27,6,3,27,30,Only Drinks,32.7484402,-117.1624736,93
2869,caffe italia,92101-2518,3,25,20,18,5,Only Food,32.723330600000004,-117.16857009999998,70
2870,san diego brewing company ,92120-2311,7,28,25,35,25,Food & Drinks,32.7922191,-117.09891019999999,119
2871,centerplate,92101-7822,27,6,3,27,30,Only Drinks,32.706329700000005,-117.16184140000001,93
2872,nunu's bar & restaurant,92103-5015,27,6,3,27,30,Only Drinks,32.7422634,-117.1601327,93
2873,georgias greek cuisine,92110-3238,7,28,25,35,25,Food & Drinks,32.75048889999999,-117.20590590000002,119
2874,niban,92111-1044,7,28,25,35,25,Food & Drinks,32.8325927,-117.16541740000001,119
2875,spice house cafe,92123-1207,7,28,25,35,25,Food & Drinks,32.8310672,-117.13384140000001,119
2876,jack & giulios,92110-2835,7,28,25,35,25,Food & Drinks,32.751012800000005,-117.1934469,119
2877,kaiserhof,92107,7,28,25,35,25,Food & Drinks,32.7505549,-117.24227659999998,119
